func,d,n_train,mode,method,val_mse_mean,val_mse_std,val_mse_median,grad_mse_mean,grad_mse_std,n_seeds,dist_nn_p50_mean,dist_nn_max_mean
poly_trig,5,2048,radial,dml_gradnorm,9.08458256162703e-05,3.448617556817253e-05,7.574292976642027e-05,0.002042666543275118,0.0005590571879513355,5,0.3515572905540466,0.7626483917236329
poly_trig,5,2048,radial,vanilla,0.0028374817688018084,0.0017262398385809836,0.0020573115907609463,0.039537685364484786,0.022575042751168513,5,0.3515572905540466,0.7626483917236329
poly_trig,10,512,halfspace,dml_fixed,0.1805550292134285,0.13816467707725227,0.1400628387928009,0.15706300288438796,0.1180977864194337,5,1.3047963380813599,2.0103230714797973
poly_trig,10,512,halfspace,dml_gradnorm,0.19298680126667023,0.17173340390494454,0.12112033367156982,0.17301906645298004,0.13993190833810393,5,1.3047963380813599,2.0103230714797973
poly_trig,10,512,halfspace,vanilla,0.5637974143028259,0.39931126875013045,0.35968878865242004,0.7084483504295349,0.2176443790430551,5,1.3047963380813599,2.0103230714797973
poly_trig,10,512,radial,dml_fixed,0.003792629996314645,0.0009317294960690867,0.0034966168459504843,0.012797098793089389,0.0024450194552664644,5,1.1243376731872559,1.7239713191986084
poly_trig,10,512,radial,dml_gradnorm,0.005468379985541105,0.0014169423483968127,0.004596068523824215,0.01979065462946892,0.0052956058329428094,5,1.1243376731872559,1.7239713191986084
poly_trig,10,512,radial,vanilla,0.21400678008794785,0.06454647037377073,0.22795958817005157,0.5363511204719543,0.19903467242829564,5,1.1243376731872559,1.7239713191986084
poly_trig,10,2048,halfspace,dml_fixed,0.117677953094244,0.07702909321004302,0.11026079952716827,0.11004162207245827,0.08332710106523893,5,1.1512869596481323,1.7994022369384766
poly_trig,10,2048,halfspace,dml_gradnorm,0.13117157369852067,0.13115967495837372,0.075095035135746,0.12016018703579903,0.12118285946787402,5,1.1512869596481323,1.7994022369384766
poly_trig,10,2048,halfspace,vanilla,0.27935818731784823,0.18833324887271793,0.19733500480651855,0.28304277658462523,0.13532433283624032,5,1.1512869596481323,1.7994022369384766
poly_trig,10,2048,radial,dml_fixed,0.0005363582982681692,8.963827608979184e-05,0.0005109030171297491,0.0024476446676999332,0.0003682896725637028,5,0.9578069806098938,1.5130951881408692
poly_trig,10,2048,radial,dml_gradnorm,0.00045728760305792094,0.0001652163858322811,0.00036498444387689233,0.002254717261530459,0.0005756273399276689,5,0.9578069806098938,1.5130951881408692
poly_trig,10,2048,radial,vanilla,0.033229367434978486,0.014272918127274449,0.03356064110994339,0.1269452080130577,0.05396139352098322,5,0.9578069806098938,1.5130951881408692
trig,2,512,halfspace,dml_fixed,33.592233991622926,21.17991648404524,36.40635299682617,8.975097346305848,4.899849172776464,5,1.647394061088562,3.2467979907989504
trig,2,512,halfspace,dml_gradnorm,34.574035096168515,23.904378040832807,34.62492752075195,9.619529199600219,5.666962981635838,5,1.647394061088562,3.2467979907989504
trig,2,512,halfspace,vanilla,28.739072012901307,19.95430795877225,40.06572723388672,8.986218810081482,4.83802400130283,5,1.647394061088562,3.2467979907989504
trig,2,512,radial,dml_fixed,0.7309237800538539,0.6050388008654155,0.8583309054374695,4.137952387332916,3.244569368385528,5,0.5987412333488464,1.4852673530578613
trig,2,512,radial,dml_gradnorm,0.9708158675581217,1.011481062383175,0.9809868931770325,4.385648240149021,3.522045037567838,5,0.5987412333488464,1.4852673530578613
trig,2,512,radial,vanilla,3.5499387942254543,3.7015023543066925,1.6043280363082886,7.274204399436712,6.500166107502061,5,0.5987412333488464,1.4852673530578613
trig,2,2048,halfspace,dml_fixed,31.259259963035582,24.04852984023966,35.85187911987305,8.45713272690773,5.2808427313305595,5,1.6192317008972168,3.177127552032471
trig,2,2048,halfspace,dml_gradnorm,38.73398826122284,25.636503866463315,51.66294860839844,9.425862491130829,5.346160985689542,5,1.6192317008972168,3.177127552032471
trig,2,2048,halfspace,vanilla,27.39011342525482,21.896231193183844,30.341100692749023,8.49807357788086,4.697088667017475,5,1.6192317008972168,3.177127552032471
trig,2,2048,radial,dml_fixed,0.6358864363282919,0.6147882766350761,0.4892910122871399,3.634032525867224,3.167215877829636,5,0.5535100698471069,1.3740187406539917
trig,2,2048,radial,dml_gradnorm,0.7807656764984131,0.8061814731928284,0.694918155670166,3.732406514883041,3.5501789320847066,5,0.5535100698471069,1.3740187406539917
trig,2,2048,radial,vanilla,1.6058963866904379,1.6151756903621923,0.820755660533905,4.173801005631685,3.458545525727441,5,0.5535100698471069,1.3740187406539917
trig,5,512,halfspace,dml_fixed,106.22065706253052,67.36281169090446,118.4626235961914,14.095358085632324,6.824496560031724,5,2.318247127532959,4.186322450637817
trig,5,512,halfspace,dml_gradnorm,57.12143478393555,72.66293879163814,29.601512908935547,10.112721872329711,5.744057662879031,5,2.318247127532959,4.186322450637817
trig,5,512,halfspace,vanilla,16.550911140441894,16.13959266866827,5.658979415893555,7.636274528503418,3.6021709445874284,5,2.318247127532959,4.186322450637817
trig,5,512,radial,dml_fixed,2.262752425670624,1.4441113321808625,1.9717782735824585,4.7971278667449955,3.0101061820379322,5,1.451636505126953,2.9222888946533203
trig,5,512,radial,dml_gradnorm,2.257760989665985,1.996721903070486,1.3256111145019531,4.7084033489227295,3.577277289809689,5,1.451636505126953,2.9222888946533203
trig,5,512,radial,vanilla,4.6170367240905765,2.689886999082943,4.299100399017334,7.231665754318238,3.4847606506243594,5,1.451636505126953,2.9222888946533203
trig,5,2048,halfspace,dml_fixed,66.24399271011353,43.30926827778231,64.24266052246094,6.628984355926514,3.7514576027404414,5,2.0490591049194338,3.79606294631958
trig,5,2048,halfspace,dml_gradnorm,52.40295281410217,30.082573617804474,63.4336051940918,5.903230512142182,2.9946357894478974,5,2.0490591049194338,3.79606294631958
trig,5,2048,halfspace,vanilla,17.8459331035614,11.052550105569773,17.47900390625,9.582091426849365,5.639171315782238,5,2.0490591049194338,3.79606294631958
trig,5,2048,radial,dml_fixed,0.16817475706338883,0.15023003554621905,0.11550381779670715,1.161531686782837,1.0234745539505739,5,1.1016551494598388,2.328630208969116
trig,5,2048,radial,dml_gradnorm,0.1897606961429119,0.16665597648933062,0.11457701027393341,1.2471082389354706,1.120612262843585,5,1.1016551494598388,2.328630208969116
trig,5,2048,radial,vanilla,3.3802345275878904,1.550162492297309,2.995866060256958,6.220350551605224,2.4264636308594194,5,1.1016551494598388,2.328630208969116
trig,10,512,halfspace,dml_fixed,13.36815299987793,3.8720116250077603,14.6527738571167,8.492958974838256,5.202433174454832,5,4.087077331542969,6.460390853881836
trig,10,512,halfspace,dml_gradnorm,10.13319091796875,3.5659802108980396,11.85944938659668,8.45280156135559,5.207951310640176,5,4.087077331542969,6.460390853881836
trig,10,512,halfspace,vanilla,9.47589044570923,3.5621981844356143,8.333170890808105,8.558634710311889,5.152837754074242,5,4.087077331542969,6.460390853881836
trig,10,512,radial,dml_fixed,9.885301303863525,2.796629941699943,11.604552268981934,8.474563264846802,5.113501933210199,5,3.538694906234741,5.517367935180664
trig,10,512,radial,dml_gradnorm,8.78207368850708,3.1924324563243034,7.4839253425598145,8.45108675956726,5.0615411657485545,5,3.538694906234741,5.517367935180664
trig,10,512,radial,vanilla,8.76861629486084,2.8852861277218054,7.7626051902771,8.501982116699219,5.0616618677079055,5,3.538694906234741,5.517367935180664
trig,10,2048,halfspace,dml_fixed,97.31973571777344,82.84131678996168,103.87300872802734,10.685255527496338,5.202025196966861,5,3.60193452835083,5.541557788848877
trig,10,2048,halfspace,dml_gradnorm,29.680945491790773,38.41094773642057,12.100750923156738,8.497095489501953,5.074000773320753,5,3.60193452835083,5.541557788848877
trig,10,2048,halfspace,vanilla,12.344548511505128,4.009781835842553,13.505167961120605,8.434002685546876,5.098280711529023,5,3.60193452835083,5.541557788848877
trig,10,2048,radial,dml_fixed,7.983366549015045,6.362891210549171,5.018064498901367,7.334366452693939,6.276231789545594,5,3.010691928863525,4.710586071014404
trig,10,2048,radial,dml_gradnorm,6.5438916206359865,4.725439002375771,3.928759813308716,7.499934196472168,6.077288374821858,5,3.010691928863525,4.710586071014404
trig,10,2048,radial,vanilla,8.418207740783691,3.228220417264183,7.504547595977783,8.391282558441162,5.214695854127803,5,3.010691928863525,4.710586071014404
