model,seed,sigma_rel,region,n_train,n_steps,mse_vanilla,mse_dml,log_ratio,dml_win,grad_mse_vanilla,grad_mse_dml,log_grad_ratio,t_vanilla,t_dml,arm
siren,0,0.0,all,24,1600,0.8599372506141663,0.8206248879432678,-0.04679331367681167,1,155.5781707763672,113.096923828125,-0.31890312720045977,4.623781681060791,9.209176301956177,dml_train
siren,0,0.0,all,24,1600,0.8599372506141663,0.6901291012763977,-0.21998073879459668,1,155.5781707763672,105.39503479003906,-0.38943278451859065,4.623781681060791,9.690066576004028,dml_da
siren,0,0.005,interpolation,24,1600,0.2275415062904358,0.2275415062904358,0.0,0,133.11911010742188,133.11911010742188,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.005,interpolation,24,1600,0.2275415062904358,0.22230705618858337,-0.02327310477717337,1,133.11911010742188,101.9179458618164,-0.2670762549566731,4.623781681060791,11.03222107887268,dml_train
siren,0,0.005,interpolation,24,1600,0.2275415062904358,0.1574001908302307,-0.36854111860973043,1,133.11911010742188,59.4024658203125,-0.8069085545269264,4.623781681060791,10.67715334892273,dml_da
siren,0,0.005,near_extrap,24,1600,1.4738223552703857,1.4738223552703857,0.0,0,158.82093811035156,158.82093811035156,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.005,near_extrap,24,1600,1.4738223552703857,1.1817328929901123,-0.22087735310261244,1,158.82093811035156,157.51124572753906,-0.00828053504019491,4.623781681060791,11.03222107887268,dml_train
siren,0,0.005,near_extrap,24,1600,1.4738223552703857,0.42825353145599365,-1.2358991632549126,1,158.82093811035156,54.677120208740234,-1.0663320479957612,4.623781681060791,10.67715334892273,dml_da
siren,0,0.005,far_extrap,24,1600,1.0769060850143433,1.0769060850143433,0.0,0,169.46995544433594,169.46995544433594,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.005,far_extrap,24,1600,1.0769060850143433,1.1752365827560425,0.08737728052667164,0,169.46995544433594,144.104248046875,-0.1621386746690836,4.623781681060791,11.03222107887268,dml_train
siren,0,0.005,far_extrap,24,1600,1.0769060850143433,1.110134482383728,0.030388969457910225,0,169.46995544433594,146.1219024658203,-0.14823443536458059,4.623781681060791,10.67715334892273,dml_da
siren,0,0.005,all,24,1600,0.8599372506141663,0.8599372506141663,0.0,0,155.5781707763672,155.5781707763672,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.005,all,24,1600,0.8599372506141663,0.8586761355400085,-0.0014675962734504427,1,155.5781707763672,132.2766571044922,-0.16225269482811233,4.623781681060791,11.03222107887268,dml_train
siren,0,0.005,all,24,1600,0.8599372506141663,0.6789095997810364,-0.23637144077685524,1,155.5781707763672,101.9746322631836,-0.4224242322119707,4.623781681060791,10.67715334892273,dml_da
siren,0,0.01,interpolation,24,1600,0.2275415062904358,0.2275415062904358,0.0,0,133.11911010742188,133.11911010742188,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.01,interpolation,24,1600,0.2275415062904358,0.16127055883407593,-0.34424922278827497,1,133.11911010742188,66.49335479736328,-0.6941422773509058,4.623781681060791,10.742802381515503,dml_train
siren,0,0.01,interpolation,24,1600,0.2275415062904358,0.1476142704486847,-0.43273007623306375,1,133.11911010742188,61.662960052490234,-0.7695608648136079,4.623781681060791,11.686632871627808,dml_da
siren,0,0.01,near_extrap,24,1600,1.4738223552703857,1.4738223552703857,0.0,0,158.82093811035156,158.82093811035156,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.01,near_extrap,24,1600,1.4738223552703857,1.2052278518676758,-0.20119062993720274,1,158.82093811035156,118.55518341064453,-0.2923988572327579,4.623781681060791,10.742802381515503,dml_train
siren,0,0.01,near_extrap,24,1600,1.4738223552703857,0.43505799770355225,-1.2201351964183815,1,158.82093811035156,54.649864196777344,-1.0668306625450565,4.623781681060791,11.686632871627808,dml_da
siren,0,0.01,far_extrap,24,1600,1.0769060850143433,1.0769060850143433,0.0,0,169.46995544433594,169.46995544433594,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.01,far_extrap,24,1600,1.0769060850143433,1.2553915977478027,0.15335536016213952,0,169.46995544433594,155.7918701171875,-0.0841547065511083,4.623781681060791,10.742802381515503,dml_train
siren,0,0.01,far_extrap,24,1600,1.0769060850143433,1.125700831413269,0.04431360912453012,0,169.46995544433594,151.7700653076172,-0.11030900981507831,4.623781681060791,11.686632871627808,dml_da
siren,0,0.01,all,24,1600,0.8599372506141663,0.8599372506141663,0.0,0,155.5781707763672,155.5781707763672,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.01,all,24,1600,0.8599372506141663,0.8823240399360657,0.0256999585691676,0,155.5781707763672,119.819580078125,-0.2611611992185545,4.623781681060791,10.742802381515503,dml_train
siren,0,0.01,all,24,1600,0.8599372506141663,0.6845648288726807,-0.22807607211827693,1,155.5781707763672,105.54766082763672,-0.38798569896026214,4.623781681060791,11.686632871627808,dml_da
siren,0,0.025,interpolation,24,1600,0.2275415062904358,0.2275415062904358,0.0,0,133.11911010742188,133.11911010742188,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.025,interpolation,24,1600,0.2275415062904358,0.15016809105873108,-0.41557739323953163,1,133.11911010742188,63.157798767089844,-0.745607955072975,4.623781681060791,8.288214206695557,dml_train
siren,0,0.025,interpolation,24,1600,0.2275415062904358,0.1928730458021164,-0.1653004882903584,1,133.11911010742188,67.22782897949219,-0.6831570086373896,4.623781681060791,8.951545715332031,dml_da
siren,0,0.025,near_extrap,24,1600,1.4738223552703857,1.4738223552703857,0.0,0,158.82093811035156,158.82093811035156,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.025,near_extrap,24,1600,1.4738223552703857,1.0361164808273315,-0.3523796969435122,1,158.82093811035156,143.3848114013672,-0.102245387348927,4.623781681060791,8.288214206695557,dml_train
siren,0,0.025,near_extrap,24,1600,1.4738223552703857,0.4718625545501709,-1.1389268014815506,1,158.82093811035156,57.520362854003906,-1.0156383704984986,4.623781681060791,8.951545715332031,dml_da
siren,0,0.025,far_extrap,24,1600,1.0769060850143433,1.0769060850143433,0.0,0,169.46995544433594,169.46995544433594,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.025,far_extrap,24,1600,1.0769060850143433,1.1700652837753296,0.08296735152330321,0,169.46995544433594,141.07240295410156,-0.1834024023809116,4.623781681060791,8.288214206695557,dml_train
siren,0,0.025,far_extrap,24,1600,1.0769060850143433,1.1255927085876465,0.04421755516818503,0,169.46995544433594,151.22645568847656,-0.11389723716909698,4.623781681060791,8.951545715332031,dml_da
siren,0,0.025,all,24,1600,0.8599372506141663,0.8599372506141663,0.0,0,155.5781707763672,155.5781707763672,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.025,all,24,1600,0.8599372506141663,0.8077747821807861,-0.06257613744086314,1,155.5781707763672,115.48627471923828,-0.2979966219614171,4.623781681060791,8.288214206695557,dml_train
siren,0,0.025,all,24,1600,0.8599372506141663,0.7057310342788696,-0.19762522855452955,1,155.5781707763672,107.6092300415039,-0.36864188615875637,4.623781681060791,8.951545715332031,dml_da
siren,0,0.05,interpolation,24,1600,0.2275415062904358,0.2275415062904358,0.0,0,133.11911010742188,133.11911010742188,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.05,interpolation,24,1600,0.2275415062904358,0.1031884178519249,-0.7907760503503977,1,133.11911010742188,52.48712921142578,-0.9306763104965252,4.623781681060791,10.916205883026123,dml_train
siren,0,0.05,interpolation,24,1600,0.2275415062904358,0.1647547334432602,-0.3228747629458653,1,133.11911010742188,69.62091827392578,-0.6481792200633711,4.623781681060791,8.992710590362549,dml_da
siren,0,0.05,near_extrap,24,1600,1.4738223552703857,1.4738223552703857,0.0,0,158.82093811035156,158.82093811035156,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.05,near_extrap,24,1600,1.4738223552703857,1.2036182880401611,-0.20252700758324066,1,158.82093811035156,115.5516128540039,-0.3180600975171573,4.623781681060791,10.916205883026123,dml_train
siren,0,0.05,near_extrap,24,1600,1.4738223552703857,0.41069793701171875,-1.2777565488266223,1,158.82093811035156,56.799530029296875,-1.0282493406408357,4.623781681060791,8.992710590362549,dml_da
siren,0,0.05,far_extrap,24,1600,1.0769060850143433,1.0769060850143433,0.0,0,169.46995544433594,169.46995544433594,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.05,far_extrap,24,1600,1.0769060850143433,1.1825956106185913,0.09361949893285562,0,169.46995544433594,167.79124450683594,-0.009955042569240017,4.623781681060791,10.916205883026123,dml_train
siren,0,0.05,far_extrap,24,1600,1.0769060850143433,1.0989960432052612,0.020304881227545275,0,169.46995544433594,142.84783935546875,-0.1708956537990262,4.623781681060791,8.992710590362549,dml_da
siren,0,0.05,all,24,1600,0.8599372506141663,0.8599372506141663,0.0,0,155.5781707763672,155.5781707763672,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.05,all,24,1600,0.8599372506141663,0.8262969255447388,-0.03990523923261179,1,155.5781707763672,120.64993286132812,-0.2542550756661337,4.623781681060791,10.916205883026123,dml_train
siren,0,0.05,all,24,1600,0.8599372506141663,0.6728659272193909,-0.2453133289980166,1,155.5781707763672,104.09748840332031,-0.40182046270171445,4.623781681060791,8.992710590362549,dml_da
siren,0,0.075,interpolation,24,1600,0.2275415062904358,0.2275415062904358,0.0,0,133.11911010742188,133.11911010742188,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.075,interpolation,24,1600,0.2275415062904358,0.11203928291797638,-0.708483116843427,1,133.11911010742188,61.500301361083984,-0.7722022171797006,4.623781681060791,10.0265634059906,dml_train
siren,0,0.075,interpolation,24,1600,0.2275415062904358,0.162445530295372,-0.3369899195865843,1,133.11911010742188,81.61090087890625,-0.4892814499102933,4.623781681060791,11.583781003952026,dml_da
siren,0,0.075,near_extrap,24,1600,1.4738223552703857,1.4738223552703857,0.0,0,158.82093811035156,158.82093811035156,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.075,near_extrap,24,1600,1.4738223552703857,1.2591705322265625,-0.15740607126468134,1,158.82093811035156,115.0692367553711,-0.3222433862606596,4.623781681060791,10.0265634059906,dml_train
siren,0,0.075,near_extrap,24,1600,1.4738223552703857,0.39812955260276794,-1.308837085303773,1,158.82093811035156,54.1920280456543,-1.0752435786024477,4.623781681060791,11.583781003952026,dml_da
siren,0,0.075,far_extrap,24,1600,1.0769060850143433,1.0769060850143433,0.0,0,169.46995544433594,169.46995544433594,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.075,far_extrap,24,1600,1.0769060850143433,1.1259894371032715,0.044569954942263824,0,169.46995544433594,177.07345581054688,0.043888993969169204,4.623781681060791,10.0265634059906,dml_train
siren,0,0.075,far_extrap,24,1600,1.0769060850143433,1.1805685758590698,0.0919039725481415,0,169.46995544433594,157.22691345214844,-0.07498558658592526,4.623781681060791,11.583781003952026,dml_da
siren,0,0.075,all,24,1600,0.8599372506141663,0.8599372506141663,0.0,0,155.5781707763672,155.5781707763672,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.075,all,24,1600,0.8599372506141663,0.8102028965950012,-0.05957471626073462,1,155.5781707763672,128.21502685546875,-0.19343955948357583,4.623781681060791,10.0265634059906,dml_train
siren,0,0.075,all,24,1600,0.8599372506141663,0.7107877135276794,-0.19048561146635729,1,155.5781707763672,114.84909057617188,-0.3035293005201541,4.623781681060791,11.583781003952026,dml_da
siren,0,0.1,interpolation,24,1600,0.2275415062904358,0.2275415062904358,0.0,0,133.11911010742188,133.11911010742188,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.1,interpolation,24,1600,0.2275415062904358,0.1326381266117096,-0.5397080995515705,1,133.11911010742188,65.66632843017578,-0.7066580029132868,4.623781681060791,10.640066623687744,dml_train
siren,0,0.1,interpolation,24,1600,0.2275415062904358,0.15807190537452698,-0.3642826401738541,1,133.11911010742188,94.10282135009766,-0.34685626355202537,4.623781681060791,10.9069504737854,dml_da
siren,0,0.1,near_extrap,24,1600,1.4738223552703857,1.4738223552703857,0.0,0,158.82093811035156,158.82093811035156,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.1,near_extrap,24,1600,1.4738223552703857,1.1853837966918945,-0.21779266647719447,1,158.82093811035156,124.38796997070312,-0.24437192098827748,4.623781681060791,10.640066623687744,dml_train
siren,0,0.1,near_extrap,24,1600,1.4738223552703857,0.4788281321525574,-1.1242728191760234,1,158.82093811035156,59.821502685546875,-0.9764122191958433,4.623781681060791,10.9069504737854,dml_da
siren,0,0.1,far_extrap,24,1600,1.0769060850143433,1.0769060850143433,0.0,0,169.46995544433594,169.46995544433594,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.1,far_extrap,24,1600,1.0769060850143433,1.0587910413742065,-0.01696446360564928,1,169.46995544433594,161.70875549316406,-0.04687874545080452,4.623781681060791,10.640066623687744,dml_train
siren,0,0.1,far_extrap,24,1600,1.0769060850143433,1.1102901697158813,0.030529201491689115,0,169.46995544433594,158.6835479736328,-0.06576370239784879,4.623781681060791,10.9069504737854,dml_da
siren,0,0.1,all,24,1600,0.8599372506141663,0.8599372506141663,0.0,0,155.5781707763672,155.5781707763672,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.1,all,24,1600,0.8599372506141663,0.7711722254753113,-0.10894769422010112,1,155.5781707763672,123.47447967529297,-0.23111381885307633,4.623781681060791,10.640066623687744,dml_train
siren,0,0.1,all,24,1600,0.8599372506141663,0.687640368938446,-0.2235934404817578,1,155.5781707763672,120.67963409423828,-0.25400892900922123,4.623781681060791,10.9069504737854,dml_da
siren,0,0.15,interpolation,24,1600,0.2275415062904358,0.2275415062904358,0.0,0,133.11911010742188,133.11911010742188,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.15,interpolation,24,1600,0.2275415062904358,0.14813336730003357,-0.4292196685870871,1,133.11911010742188,60.908409118652344,-0.781873046210766,4.623781681060791,10.79196834564209,dml_train
siren,0,0.15,interpolation,24,1600,0.2275415062904358,0.20611928403377533,-0.09887761706936732,1,133.11911010742188,115.19873046875,-0.1445855641958718,4.623781681060791,10.919716596603394,dml_da
siren,0,0.15,near_extrap,24,1600,1.4738223552703857,1.4738223552703857,0.0,0,158.82093811035156,158.82093811035156,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.15,near_extrap,24,1600,1.4738223552703857,1.3533985614776611,-0.08524038577143492,1,158.82093811035156,124.86369323730469,-0.24055470397851836,4.623781681060791,10.79196834564209,dml_train
siren,0,0.15,near_extrap,24,1600,1.4738223552703857,0.48671433329582214,-1.1079371803074505,1,158.82093811035156,55.2296142578125,-1.056278092600206,4.623781681060791,10.919716596603394,dml_da
siren,0,0.15,far_extrap,24,1600,1.0769060850143433,1.0769060850143433,0.0,0,169.46995544433594,169.46995544433594,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.15,far_extrap,24,1600,1.0769060850143433,1.093246340751648,0.015059370348404318,0,169.46995544433594,172.51063537597656,0.017783231830912204,4.623781681060791,10.79196834564209,dml_train
siren,0,0.15,far_extrap,24,1600,1.0769060850143433,1.1409960985183716,0.05780945769294157,0,169.46995544433594,167.32655334472656,-0.012728344750889038,4.623781681060791,10.919716596603394,dml_da
siren,0,0.15,all,24,1600,0.8599372506141663,0.8599372506141663,0.0,0,155.5781707763672,155.5781707763672,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.15,all,24,1600,0.8599372506141663,0.8215673565864563,-0.04564549587435651,1,155.5781707763672,127.36873626708984,-0.20006199645683678,4.623781681060791,10.79196834564209,dml_train
siren,0,0.15,all,24,1600,0.8599372506141663,0.7203235030174255,-0.1771590013362632,1,155.5781707763672,131.26779174804688,-0.16990886280190493,4.623781681060791,10.919716596603394,dml_da
siren,0,0.2,interpolation,24,1600,0.2275415062904358,0.2275415062904358,0.0,0,133.11911010742188,133.11911010742188,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.2,interpolation,24,1600,0.2275415062904358,0.18712300062179565,-0.195566509019735,1,133.11911010742188,90.84252166748047,-0.3821168158688635,4.623781681060791,10.491332054138184,dml_train
siren,0,0.2,interpolation,24,1600,0.2275415062904358,0.18481597304344177,-0.20797207729246195,1,133.11911010742188,107.5665512084961,-0.21313455513500562,4.623781681060791,11.00618290901184,dml_da
siren,0,0.2,near_extrap,24,1600,1.4738223552703857,1.4738223552703857,0.0,0,158.82093811035156,158.82093811035156,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.2,near_extrap,24,1600,1.4738223552703857,1.5181632041931152,0.029641918146377472,0,158.82093811035156,154.8678741455078,-0.025205063670733174,4.623781681060791,10.491332054138184,dml_train
siren,0,0.2,near_extrap,24,1600,1.4738223552703857,0.5044881701469421,-1.072070155823177,1,158.82093811035156,53.23161315917969,-1.093124940024717,4.623781681060791,11.00618290901184,dml_da
siren,0,0.2,far_extrap,24,1600,1.0769060850143433,1.0769060850143433,0.0,0,169.46995544433594,169.46995544433594,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.2,far_extrap,24,1600,1.0769060850143433,1.0651218891143799,-0.011002951343119216,1,169.46995544433594,161.8417510986328,-0.04605664435530558,4.623781681060791,10.491332054138184,dml_train
siren,0,0.2,far_extrap,24,1600,1.0769060850143433,1.0632320642471313,-0.0127788076201449,1,169.46995544433594,160.26913452148438,-0.05582116423054145,4.623781681060791,11.00618290901184,dml_da
siren,0,0.2,all,24,1600,0.8599372506141663,0.8599372506141663,0.0,0,155.5781707763672,155.5781707763672,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.2,all,24,1600,0.8599372506141663,0.8479624390602112,-0.014023080933547122,1,155.5781707763672,137.0130157470703,-0.1270723844938645,4.623781681060791,10.491332054138184,dml_train
siren,0,0.2,all,24,1600,0.8599372506141663,0.6773027181625366,-0.23874110273784205,1,155.5781707763672,124.86201477050781,-0.2199390655222672,4.623781681060791,11.00618290901184,dml_da
siren,0,0.3,interpolation,24,1600,0.2275415062904358,0.2275415062904358,0.0,0,133.11911010742188,133.11911010742188,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.3,interpolation,24,1600,0.2275415062904358,0.18762393295764923,-0.19289306414626475,1,133.11911010742188,104.72709655761719,-0.23988640587987353,4.623781681060791,11.377208471298218,dml_train
siren,0,0.3,interpolation,24,1600,0.2275415062904358,0.19916196167469025,-0.1332142955147397,1,133.11911010742188,115.60584259033203,-0.14105779576043423,4.623781681060791,10.566611051559448,dml_da
siren,0,0.3,near_extrap,24,1600,1.4738223552703857,1.4738223552703857,0.0,0,158.82093811035156,158.82093811035156,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.3,near_extrap,24,1600,1.4738223552703857,1.5056066513061523,0.02133663985885631,0,158.82093811035156,138.28871154785156,-0.13843377979895446,4.623781681060791,11.377208471298218,dml_train
siren,0,0.3,near_extrap,24,1600,1.4738223552703857,0.5839185118675232,-0.925853108054846,1,158.82093811035156,57.96139144897461,-1.0080002679811437,4.623781681060791,10.566611051559448,dml_da
siren,0,0.3,far_extrap,24,1600,1.0769060850143433,1.0769060850143433,0.0,0,169.46995544433594,169.46995544433594,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.3,far_extrap,24,1600,1.0769060850143433,1.0176445245742798,-0.056601526686592255,1,169.46995544433594,148.64468383789062,-0.13111687123609525,4.623781681060791,11.377208471298218,dml_train
siren,0,0.3,far_extrap,24,1600,1.0769060850143433,1.0285650491714478,-0.045927519075241,1,169.46995544433594,155.23794555664062,-0.08771658466226179,4.623781681060791,10.566611051559448,dml_da
siren,0,0.3,all,24,1600,0.8599372506141663,0.8599372506141663,0.0,0,155.5781707763672,155.5781707763672,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.3,all,24,1600,0.8599372506141663,0.8222980499267578,-0.04475650169572208,1,155.5781707763672,132.2794952392578,-0.16223123900680111,4.623781681060791,11.377208471298218,dml_train
siren,0,0.3,all,24,1600,0.8599372506141663,0.6779896020889282,-0.23772747051261742,1,155.5781707763672,125.8144760131836,-0.21233990196929076,4.623781681060791,10.566611051559448,dml_da
siren,0,0.4,interpolation,24,1600,0.2275415062904358,0.2275415062904358,0.0,0,133.11911010742188,133.11911010742188,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.4,interpolation,24,1600,0.2275415062904358,0.21565017104148865,-0.05367515074511415,1,133.11911010742188,116.23816680908203,-0.13560304376358967,4.623781681060791,8.921708822250366,dml_train
siren,0,0.4,interpolation,24,1600,0.2275415062904358,0.2434099018573761,0.06741419416234302,0,133.11911010742188,153.5220184326172,0.14259970713772424,4.623781681060791,10.140537738800049,dml_da
siren,0,0.4,near_extrap,24,1600,1.4738223552703857,1.4738223552703857,0.0,0,158.82093811035156,158.82093811035156,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.4,near_extrap,24,1600,1.4738223552703857,1.440828561782837,-0.022640929450224827,1,158.82093811035156,157.4165802001953,-0.00888172377235037,4.623781681060791,8.921708822250366,dml_train
siren,0,0.4,near_extrap,24,1600,1.4738223552703857,0.6077654957771301,-0.8858254368431326,1,158.82093811035156,60.172332763671875,-0.9705647341733924,4.623781681060791,10.140537738800049,dml_da
siren,0,0.4,far_extrap,24,1600,1.0769060850143433,1.0769060850143433,0.0,0,169.46995544433594,169.46995544433594,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.4,far_extrap,24,1600,1.0769060850143433,1.1699633598327637,0.08288023810876557,0,169.46995544433594,168.06271362304688,-0.008338451972284158,4.623781681060791,8.921708822250366,dml_train
siren,0,0.4,far_extrap,24,1600,1.0769060850143433,1.0610467195510864,-0.014836301658727884,1,169.46995544433594,179.9210662841797,0.05984257697503034,4.623781681060791,10.140537738800049,dml_da
siren,0,0.4,all,24,1600,0.8599372506141663,0.8599372506141663,0.0,0,155.5781707763672,155.5781707763672,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.4,all,24,1600,0.8599372506141663,0.897003173828125,0.04219997813907426,0,155.5781707763672,149.01351928710938,-0.04311127596236564,4.623781681060791,8.921708822250366,dml_train
siren,0,0.4,all,24,1600,0.8599372506141663,0.7129542827606201,-0.18744212337516236,1,155.5781707763672,151.1632537841797,-0.028787907581509026,4.623781681060791,10.140537738800049,dml_da
siren,0,0.6,interpolation,24,1600,0.2275415062904358,0.2275415062904358,0.0,0,133.11911010742188,133.11911010742188,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.6,interpolation,24,1600,0.2275415062904358,0.23578500747680664,0.03558773757600061,0,133.11911010742188,229.75909423828125,0.5457870514836568,4.623781681060791,10.795697927474976,dml_train
siren,0,0.6,interpolation,24,1600,0.2275415062904358,0.23541049659252167,0.033998117301982746,0,133.11911010742188,204.73744201660156,0.4304840954395725,4.623781681060791,11.051271915435791,dml_da
siren,0,0.6,near_extrap,24,1600,1.4738223552703857,1.4738223552703857,0.0,0,158.82093811035156,158.82093811035156,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.6,near_extrap,24,1600,1.4738223552703857,1.5195531845092773,0.03055706639283014,0,158.82093811035156,213.80718994140625,0.2972972351101579,4.623781681060791,10.795697927474976,dml_train
siren,0,0.6,near_extrap,24,1600,1.4738223552703857,0.7812396287918091,-0.6347326208578021,1,158.82093811035156,145.2036590576172,-0.0896400900071048,4.623781681060791,11.051271915435791,dml_da
siren,0,0.6,far_extrap,24,1600,1.0769060850143433,1.0769060850143433,0.0,0,169.46995544433594,169.46995544433594,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.6,far_extrap,24,1600,1.0769060850143433,1.314534068107605,0.1993900881842745,0,169.46995544433594,203.20907592773438,0.18155972261213021,4.623781681060791,10.795697927474976,dml_train
siren,0,0.6,far_extrap,24,1600,1.0769060850143433,1.1280597448349,0.046406923124145016,0,169.46995544433594,219.78099060058594,0.25995589615235554,4.623781681060791,11.051271915435791,dml_da
siren,0,0.6,all,24,1600,0.8599372506141663,0.8599372506141663,0.0,0,155.5781707763672,155.5781707763672,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.6,all,24,1600,0.8599372506141663,0.9891209006309509,0.13995714729754738,0,155.5781707763672,213.825439453125,0.31801166740233816,4.623781681060791,10.795697927474976,dml_train
siren,0,0.6,all,24,1600,0.8599372506141663,0.7727065682411194,-0.10696004690322342,1,155.5781707763672,202.3369140625,0.26278588815121817,4.623781681060791,11.051271915435791,dml_da
siren,0,0.8,interpolation,24,1600,0.2275415062904358,0.2275415062904358,0.0,0,133.11911010742188,133.11911010742188,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.8,interpolation,24,1600,0.2275415062904358,0.30954378843307495,0.3077668963399583,0,133.11911010742188,362.191650390625,1.0009292005401167,4.623781681060791,11.141884565353394,dml_train
siren,0,0.8,interpolation,24,1600,0.2275415062904358,0.27897974848747253,0.20380652613788053,0,133.11911010742188,315.88409423828125,0.8641310637572853,4.623781681060791,10.910451173782349,dml_da
siren,0,0.8,near_extrap,24,1600,1.4738223552703857,1.4738223552703857,0.0,0,158.82093811035156,158.82093811035156,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.8,near_extrap,24,1600,1.4738223552703857,1.2037975788116455,-0.20237805885004959,1,158.82093811035156,207.00411987304688,0.2649613036340407,4.623781681060791,11.141884565353394,dml_train
siren,0,0.8,near_extrap,24,1600,1.4738223552703857,1.0465953350067139,-0.3423169100294981,1,158.82093811035156,201.6710205078125,0.23886036622301102,4.623781681060791,10.910451173782349,dml_da
siren,0,0.8,far_extrap,24,1600,1.0769060850143433,1.0769060850143433,0.0,0,169.46995544433594,169.46995544433594,0.0,4.623781681060791,4.623781681060791,vanilla
