model,seed,sigma_rel,region,n_train,n_steps,mse_vanilla,mse_dml,log_ratio,dml_win,grad_mse_vanilla,grad_mse_dml,log_grad_ratio,t_vanilla,t_dml,arm
siren,0,0.1,all,24,200,0.8767491579055786,0.8171074390411377,-0.07045033799876345,1,157.45538330078125,126.14104461669922,-0.22174145489581573,1.0037572383880615,1.3316535949707031,dml_train
siren,0,0.1,all,24,200,0.8767491579055786,0.701356828212738,-0.22320414361544524,1,157.45538330078125,117.40127563476562,-0.2935443644557198,1.0037572383880615,1.3169429302215576,dml_da
siren,0,1.2,interpolation,24,200,0.22531911730766296,0.22531911730766296,0.0,0,129.1899871826172,129.1899871826172,0.0,1.0037572383880615,1.0037572383880615,vanilla
siren,0,1.2,interpolation,24,200,0.22531911730766296,0.4012928903102875,0.5771738639573952,0,129.1899871826172,386.2485656738281,1.0951970249804666,1.0037572383880615,1.4621520042419434,dml_train
siren,0,1.2,interpolation,24,200,0.22531911730766296,0.3538229763507843,0.45127902473962667,0,129.1899871826172,321.850341796875,0.9128025707149717,1.0037572383880615,1.5008184909820557,dml_da
siren,0,1.2,near_extrap,24,200,1.492716670036316,1.492716670036316,0.0,0,166.2529296875,166.2529296875,0.0,1.0037572383880615,1.0037572383880615,vanilla
siren,0,1.2,near_extrap,24,200,1.492716670036316,1.4407650232315063,-0.03542348965274011,1,166.2529296875,223.6171417236328,0.2964250992305457,1.0037572383880615,1.4621520042419434,dml_train
siren,0,1.2,near_extrap,24,200,1.492716670036316,0.9408591985702515,-0.46155950846878235,1,166.2529296875,262.5910949707031,0.45708774872990515,1.0037572383880615,1.5008184909820557,dml_da
siren,0,1.2,far_extrap,24,200,1.1057133674621582,1.1057133674621582,0.0,0,173.36643981933594,173.36643981933594,0.0,1.0037572383880615,1.0037572383880615,vanilla
siren,0,1.2,far_extrap,24,200,1.1057133674621582,1.224223017692566,0.10181566340479921,0,173.36643981933594,230.8750457763672,0.28646913316567485,1.0037572383880615,1.4621520042419434,dml_train
siren,0,1.2,far_extrap,24,200,1.1057133674621582,1.1393738985061646,0.029988191612245318,0,173.36643981933594,204.57809448242188,0.16554227906775598,1.0037572383880615,1.5008184909820557,dml_da
siren,0,1.2,all,24,200,0.8767491579055786,0.8767491579055786,0.0,0,157.45538330078125,157.45538330078125,0.0,1.0037572383880615,1.0037572383880615,vanilla
siren,0,1.2,all,24,200,0.8767491579055786,0.9860033392906189,0.11743881275423511,0,157.45538330078125,281.4565734863281,0.5808360299203764,1.0037572383880615,1.4621520042419434,dml_train
siren,0,1.2,all,24,200,0.8767491579055786,0.8444377779960632,-0.03754987411845181,1,157.45538330078125,253.33767700195312,0.47558115302142573,1.0037572383880615,1.5008184909820557,dml_da
